epoch,split,query_idx,h,r,t,rank,is_reciprocal
10,val,711,810,9,5,47,1
10,val,712,62,10,2561,34,1
10,val,713,2142,10,797,1,1
10,val,714,2154,9,2299,930,1
10,val,715,1722,10,8,7,1
10,val,716,1087,10,173,2395,1
10,val,717,803,9,114,2231,1
10,val,718,847,10,848,1,1
10,val,719,1538,10,537,222,1
10,val,720,1502,9,871,958,1
10,val,721,1790,9,1391,1594,1
10,val,722,271,10,329,4,1
10,val,723,426,10,427,2,1
10,val,724,665,10,295,3,1
10,val,725,439,10,1705,5,1
10,val,726,561,9,1860,2340,1
10,val,727,1765,11,764,2383,1
10,val,728,2599,10,1016,1,1
10,val,729,1075,10,641,2,1
10,val,730,932,9,139,690,1
10,val,731,12,9,2421,53,1
10,val,732,151,10,452,17,1
10,val,733,1613,14,1472,159,1
10,val,734,1621,11,997,16,1
10,val,735,978,10,1230,3,1
10,val,736,29,10,1280,9,1
10,val,737,1504,10,2092,4,1
10,val,738,1319,10,2455,1203,1
10,val,739,211,10,2255,3,1
10,val,740,767,13,77,33,1
10,val,741,1952,10,150,9,1
10,val,742,2187,10,637,1,1
10,val,743,981,10,35,4,1
10,val,744,1235,9,1428,1624,1
10,val,745,928,13,1148,37,1
10,val,746,843,10,1056,4,1
10,val,747,1348,9,1230,1212,1
10,val,748,879,10,79,4,1
10,val,749,554,10,2519,3,1
10,val,750,283,9,631,16,1
10,val,751,1945,10,564,2,1
10,val,752,1136,10,1137,4,1
10,val,753,1641,9,738,1200,1
10,val,754,1190,10,2472,3,1
10,val,755,347,10,1245,6,1
10,val,756,64,10,672,45,1
10,val,757,1854,10,233,3,1
10,val,758,1964,10,1965,7,1
10,val,759,1661,9,1415,4,1
10,val,760,237,10,238,2,1
10,val,761,941,10,1999,11,1
10,val,762,969,9,2196,1768,1
10,val,763,1488,10,2384,3,1
10,val,764,912,10,462,1389,1
10,val,765,957,12,1896,596,1
10,val,766,849,10,1722,2,1
10,val,767,798,14,631,5,1
10,val,768,550,10,2456,8,1
10,val,769,660,10,1286,1,1
10,val,770,1353,10,2237,4,1
10,val,771,2611,10,1279,45,1
10,val,772,234,11,116,8,1
10,val,773,328,9,777,532,1
10,val,774,194,10,2134,5,1
10,val,775,494,9,2013,1966,1
10,val,776,1420,10,853,4,1
10,val,777,34,10,10,14,1
10,val,778,148,10,1710,3,1
10,val,779,561,10,215,3,1
10,val,780,468,10,1986,6,1
10,val,781,479,9,952,15,1
10,val,782,992,10,1859,3,1
10,val,783,1988,14,1569,100,1
10,val,784,525,9,756,718,1
10,val,785,461,10,140,30,1
10,val,786,2001,10,773,3,1
10,val,787,1722,9,1159,12,1
10,val,788,773,10,1859,6,1
10,val,789,490,9,1270,913,1
10,val,790,1814,9,1498,1,1
10,val,791,371,10,2260,2,1
10,val,792,315,10,1303,3,1
10,val,793,1319,10,1938,1,1
10,val,794,336,10,531,67,1
10,val,795,2535,9,147,901,1
10,val,796,1695,9,841,917,1
10,val,797,2614,9,2030,839,1
10,val,798,394,10,141,3,1
10,val,799,45,9,2197,8,1
10,val,800,2529,13,999,17,1
10,val,801,746,10,349,4,1
10,val,802,2042,9,1658,418,1
10,val,803,1538,9,1176,242,1
10,val,804,71,10,99,5,1
10,val,805,541,10,1196,2,1
10,val,806,1773,10,979,2,1
10,val,807,383,9,547,49,1
10,val,808,2074,10,556,2,1
10,val,809,2364,10,875,1,1
10,val,810,2687,9,2550,1512,1
10,val,811,55,10,148,2,1
10,val,812,1631,9,1180,1692,1
10,val,813,230,10,344,8,1
10,val,814,2195,10,1099,704,1
10,val,815,2069,10,1035,3,1
10,val,816,2664,10,595,1024,1
10,val,817,233,10,234,1,1
10,val,818,662,10,19,6,1
10,val,819,997,11,1620,370,1
10,val,820,480,9,1794,954,1
10,val,821,454,10,2641,1,1
10,val,822,459,10,2026,2,1
10,val,823,1691,10,371,4,1
10,val,824,1671,10,531,1,1
10,val,825,525,10,1829,6,1
10,val,826,221,10,601,5,1
10,val,827,1161,10,1916,1,1
10,val,828,417,10,618,6,1
10,val,829,2226,9,263,43,1
10,val,830,2559,10,938,1,1
10,val,831,62,9,2412,854,1
10,val,832,1005,10,809,5,1
10,val,833,1174,9,1753,1174,1
10,val,834,445,10,277,1536,1
10,val,835,2087,9,1432,476,1
10,val,836,187,10,1994,7,1
10,val,837,1601,13,68,74,1
10,val,838,1074,9,2580,1240,1
10,val,839,198,10,683,3,1
10,val,840,634,9,2434,1689,1
10,val,841,836,10,1756,3,1
10,val,842,1624,13,62,98,1
10,val,843,652,10,653,2,1
10,val,844,454,10,455,1,1
10,val,845,1494,10,1952,2,1
10,val,846,1325,10,832,2,1
10,val,847,377,9,2589,788,1
10,val,848,1197,9,2419,2249,1
10,val,849,1533,10,1928,5,1
10,val,850,668,10,1008,6,1
10,val,851,307,10,1755,27,1
10,val,852,429,10,250,5,1
10,val,853,595,10,602,1532,1
10,val,854,1682,9,1184,7,1
10,val,855,54,10,1256,10,1
10,val,856,1199,9,480,139,1
10,val,857,855,10,1171,3,1
10,val,858,456,13,2616,267,1
10,val,859,479,9,963,1,1
10,val,860,1684,10,435,2,1
10,val,861,32,10,2427,2,1
10,val,862,2543,10,2399,2,1
10,val,863,225,10,2344,3,1
10,val,864,2381,10,1449,3,1
10,val,865,1505,10,2284,2,1
10,val,866,110,9,881,1832,1
10,val,867,1783,14,330,1,1
10,val,868,2508,10,585,2,1
10,val,869,51,9,1969,802,1
10,val,870,1306,14,223,5,1
10,val,871,1724,9,2637,417,1
10,val,872,345,10,672,6,1
10,val,873,1933,10,912,2,1
10,val,874,1485,10,29,230,1
10,val,875,2452,9,699,2076,1
10,val,876,2343,13,791,7,1
10,val,877,514,11,2444,6,1
10,val,878,401,9,183,1342,1
10,val,879,1729,9,380,361,1
10,val,880,1707,10,997,4,1
10,val,881,983,9,312,133,1
10,val,882,620,13,546,4,1
10,val,883,2507,10,1366,515,1
10,val,884,1357,9,371,11,1
10,val,885,881,10,390,5,1
10,val,886,268,10,106,13,1
10,val,887,2144,10,941,673,1
10,val,888,692,9,114,2094,1
10,val,889,2496,9,687,187,1
10,val,890,261,10,133,1,1
10,val,891,143,9,659,20,1
10,val,892,1049,9,783,341,1
10,val,893,88,9,612,617,1
10,val,894,39,10,1705,10,1
10,val,895,962,10,1826,6,1
10,val,896,24,10,25,5,1
10,val,897,2604,13,1255,3,1
10,val,898,1596,9,1348,108,1
10,val,899,2249,10,2250,5,1
10,val,900,853,10,1420,14,1
10,val,901,2220,10,2056,2319,1
10,val,902,344,9,103,2115,1
10,val,903,888,9,2231,2045,1
10,val,904,1347,9,595,1341,1
10,val,905,366,10,39,1,1
10,val,906,1186,9,1165,56,1
10,val,907,673,10,674,2,1
10,val,908,1611,10,1402,2,1
10,val,909,1199,9,528,2221,1
10,val,910,1857,10,1104,1,1
10,val,911,545,9,1266,2180,1
10,val,912,1,9,2695,1890,1
10,val,913,2458,13,868,931,1
10,val,914,158,10,1654,2,1
10,val,915,939,10,940,1,1
10,val,916,453,10,192,13,1
10,val,917,336,10,115,3,1
10,val,918,1631,9,450,938,1
10,val,919,2525,10,1367,2,1
10,val,920,2304,9,239,2463,1
10,val,921,83,10,713,2,1
10,val,922,1906,11,569,2,1
10,val,923,29,10,1191,4,1
10,val,924,2256,9,112,781,1
10,val,925,1299,10,1494,13,1
10,val,926,583,10,1753,5,1
10,val,927,586,10,2185,3,1
10,val,928,2301,10,1281,2,1
10,val,929,212,10,1259,3,1
10,val,930,991,10,971,6,1
10,val,931,469,10,85,3,1
10,val,932,357,9,2514,1360,1
10,val,933,1814,10,986,5,1
10,val,934,971,10,1367,9,1
10,val,935,1060,10,401,1,1
10,val,936,2658,9,2549,867,1
10,val,937,1620,11,1621,6,1
10,val,938,2146,13,474,14,1
10,val,939,371,9,2564,1804,1
10,val,940,141,9,2608,991,1
10,val,941,25,10,1609,4,1
10,val,942,1199,9,1974,2099,1
10,val,943,2122,10,2624,11,1
10,val,944,1217,9,2338,826,1
10,val,945,383,9,339,16,1
10,val,946,2013,10,2207,4,1
10,val,947,115,10,116,19,1
10,val,948,2369,10,2370,4,1
10,val,949,328,10,1574,12,1
10,val,950,472,14,717,554,1
10,val,951,960,10,1566,3,1
10,val,952,1373,14,807,32,1
10,val,953,2056,10,2220,596,1
10,val,954,2489,10,2008,1,1
10,val,955,598,10,1057,4,1
10,val,956,146,10,147,4,1
10,val,957,1732,9,2547,1455,1
10,val,958,189,10,1037,2,1
10,val,959,1708,10,1489,2,1
10,val,960,1523,10,826,13,1
10,val,961,81,11,719,2,1
10,val,962,1029,10,1030,3,1
10,val,963,687,10,1992,2,1
10,val,964,2181,10,936,4,1
10,val,965,1066,9,2644,54,1
10,val,966,551,10,1939,5,1
10,val,967,2607,10,1054,2,1
10,val,968,1284,10,1024,4,1
10,val,969,2223,13,791,10,1
10,val,970,2132,10,1092,5,1
10,val,971,2020,10,598,4,1
10,val,972,388,10,1065,11,1
10,val,973,1620,11,997,290,1
10,val,974,2401,10,146,554,1
10,val,975,971,14,689,10,1
10,val,976,1358,9,2388,61,1
10,val,977,2600,10,1328,2,1
10,val,978,2674,14,918,203,1
10,val,979,1423,10,2511,1,1
10,val,980,2143,10,2144,1,1
10,val,981,891,11,1097,17,1
10,val,982,1834,11,2085,4,1
10,val,983,2056,9,1877,859,1
10,val,984,2467,9,1127,445,1
10,val,985,2481,10,2482,2,1
10,val,986,1551,10,83,3,1
10,val,987,164,9,666,920,1
10,val,988,1167,10,1635,3,1
10,val,989,530,10,416,9,1
10,val,990,1634,9,1294,349,1
10,val,991,594,10,595,3,1
10,val,992,741,10,2665,4,1
10,val,993,1211,9,538,1,1
10,val,994,258,10,23,8,1
10,val,995,2606,10,151,2,1
10,val,996,2692,9,779,2357,1
10,val,997,518,14,1734,4,1
10,val,998,150,10,991,10,1
10,val,999,1641,10,458,2,1
10,val,1000,83,10,1551,1,1
10,val,1001,126,10,2680,2,1
10,val,1002,377,9,910,880,1
10,val,1003,514,11,1032,8,1
10,val,1004,2079,13,2115,66,1
10,val,1005,2688,10,1984,2,1
10,val,1006,221,14,963,10,1
10,val,1007,2347,9,145,602,1
10,val,1008,1437,9,1203,1588,1
10,val,1009,1545,13,499,30,1
10,val,1010,834,9,1679,1244,1
10,val,1011,1265,10,51,4,1
10,val,1012,2201,12,664,999,1
10,val,1013,2157,9,2123,404,1
10,val,1014,832,9,217,1507,1
10,val,1015,4,10,2514,3,1
10,val,1016,1775,10,1623,1,1
10,val,1017,602,10,595,416,1
10,val,1018,499,13,868,938,1
10,val,1019,790,10,1225,5,1
10,val,1020,1959,13,1583,535,1
10,val,1021,634,9,425,664,1
10,val,1022,62,9,243,2287,1
10,val,1023,875,10,523,2,1
10,val,1024,1930,10,2662,1,1
10,val,1025,85,10,385,3,1
10,val,1026,858,10,714,5,1
10,val,1027,95,10,2638,13,1
10,val,1028,1177,10,1397,3,1
10,val,1029,1814,10,2657,7,1
10,val,1030,2013,10,1953,2,1
10,val,1031,2036,10,371,4,1
10,val,1032,176,10,2696,3,1
10,val,1033,2260,10,2456,1,1
10,val,1034,1,9,1546,258,1
10,val,1035,1888,12,992,223,1
10,val,1036,2624,10,2122,811,1
10,val,1037,963,10,222,1,1
10,val,1038,1828,10,875,2,1
10,val,1039,172,10,462,13,1
10,val,1040,658,10,659,1,1
10,val,1041,2360,13,646,823,1
10,val,1042,2184,13,655,6,1
10,val,1043,23,10,829,2,1
10,val,1044,1099,10,2195,53,1
10,val,1045,1299,10,1963,6,1
10,val,1046,45,10,2197,3,1
10,val,1047,1348,9,2015,1171,1
10,val,1048,1647,10,616,5,1
10,val,1049,2702,10,60,1,1
10,val,1050,930,9,2433,2455,1
10,val,1051,328,9,2014,155,1
10,val,1052,545,10,2673,10,1
10,val,1053,1694,13,1262,1439,1
10,val,1054,2518,9,32,1534,1
10,val,1055,1044,10,1045,2,1
10,val,1056,138,10,158,2,1
10,val,1057,269,10,2257,3,1
10,val,1058,1239,9,1388,2433,1
10,val,1059,625,9,1898,1027,1
10,val,1060,1196,10,541,2,1
10,val,1061,2301,10,2434,3,1
10,val,1062,2473,10,990,808,1
10,val,1063,462,10,912,283,1
10,val,1064,2103,10,611,6,1
10,val,1065,1570,10,799,5,1
10,val,1066,1957,9,1757,1449,1
10,val,1067,1256,10,898,10,1
10,val,1068,240,9,77,232,1
10,val,1069,1825,10,1717,1,1
10,val,1070,768,10,2418,12,1
10,val,1071,1769,10,952,1062,1
10,val,1072,1317,10,1059,2,1
10,val,1073,1444,10,1028,1314,1
10,val,1074,1338,10,1689,2,1
10,val,1075,1157,10,1437,5,1
10,val,1076,4,10,2679,7,1
10,val,1077,28,10,205,3,1
10,val,1078,1357,9,376,233,1
10,val,1079,789,9,2058,3,1
10,val,1080,1569,14,1988,1,1
10,val,1081,1578,10,2231,1,1
10,val,1082,1456,9,377,576,1
10,val,1083,673,10,1060,1,1
10,val,1084,1963,10,1299,2,1
10,val,1085,2620,9,2033,1542,1
10,val,1086,472,10,1590,5,1
10,val,1087,418,10,419,3,1
10,val,1088,2096,10,1193,8,1
10,val,1089,242,10,1393,9,1
10,val,1090,1399,10,746,3,1
10,val,1091,863,10,2153,3,1
10,val,1092,2693,14,1176,251,1
10,val,1093,579,10,2119,6,1
10,val,1094,467,10,882,8,1
10,val,1095,1154,9,2646,1970,1
10,val,1096,1899,10,467,2,1
10,val,1097,522,10,523,2,1
10,val,1098,311,10,20,4,1
10,val,1099,210,10,211,2,1
10,val,1100,478,9,2638,1874,1
10,val,1101,2065,14,1640,13,1
10,val,1102,359,14,2389,17,1
10,val,1103,1213,10,991,4,1
10,val,1104,1902,10,196,1,1
10,val,1105,2073,10,557,2,1
10,val,1106,401,9,980,233,1
10,val,1107,1975,10,1260,1,1
10,val,1108,2391,9,2074,1895,1
10,val,1109,1586,9,509,812,1
10,val,1110,380,10,1236,23,1
10,val,1111,94,9,2573,1595,1
10,val,1112,879,9,1641,1196,1
10,val,1113,2307,10,1293,12,1
10,val,1114,559,10,211,8,1
10,val,1115,1321,10,18,2,1
10,val,1116,1461,9,471,679,1
10,val,1117,69,10,608,1,1
10,val,1118,1050,9,1245,953,1
10,val,1119,2708,10,97,5,1
10,val,1120,733,9,1931,375,1
10,val,1121,1853,9,1351,2372,1
10,val,1122,242,10,209,5,1
10,val,1123,569,9,2368,2,1
10,val,1124,135,9,984,468,1
10,val,1125,879,9,213,219,1
10,val,1126,21,10,2451,773,1
10,val,1127,794,9,2553,459,1
10,val,1128,481,10,482,2,1
10,val,1129,2348,12,2202,2699,1
10,val,1130,942,14,1496,1,1
10,val,1131,141,10,2334,14,1
10,val,1132,1702,10,1703,2,1
10,val,1133,294,10,2024,5,1
10,val,1134,565,9,2614,551,1
10,val,1135,370,10,230,4,1
10,val,1136,253,10,2324,1,1
10,val,1137,1157,10,378,7,1
10,val,1138,2084,10,1634,3,1
10,val,1139,1591,10,2382,5,1
10,val,1140,513,11,514,1,1
10,val,1141,1171,14,1859,123,1
10,val,1142,1626,10,333,2,1
10,val,1143,1730,13,1697,734,1
10,val,1144,597,11,1243,180,1
10,val,1145,2707,10,18,1,1
10,val,1146,457,9,2179,1300,1
10,val,1147,1971,9,2213,1848,1
10,val,1148,1074,10,1418,3,1
10,val,1149,2380,13,791,7,1
10,val,1150,1032,11,867,1458,1
10,val,1151,1202,10,202,9,1
10,val,1152,135,9,1896,4,1
10,val,1153,2214,9,48,418,1
10,val,1154,45,10,2459,5,1
10,val,1155,2349,9,2452,1436,1
10,val,1156,2116,10,1490,2133,1
10,val,1157,1186,9,2188,6,1
10,val,1158,2495,10,327,427,1
10,val,1159,403,9,2279,604,1
10,val,1160,1161,10,2420,1,1
10,val,1161,1087,16,1088,13,1
10,val,1162,1358,9,2292,65,1
10,val,1163,31,10,1662,2,1
10,val,1164,725,10,1080,6,1
10,val,1165,685,10,453,4,1
10,val,1166,844,10,1579,2,1
10,val,1167,1072,10,1501,3,1
10,val,1168,954,10,715,591,1
10,val,1169,1034,10,2102,3,1
10,val,1170,1436,9,2688,1,1
10,val,1171,438,11,1620,1431,1
10,val,1172,2533,9,222,190,1
10,val,1173,2323,9,2696,1651,1
10,val,1174,1832,10,757,2,1
10,val,1175,810,10,2374,4,1
10,val,1176,1409,13,1291,1668,1
10,val,1177,926,14,1565,7,1
10,val,1178,1950,9,2670,1689,1
10,val,1179,984,11,79,13,1
10,val,1180,717,14,718,443,1
10,val,1181,879,9,1356,20,1
10,val,1182,390,14,427,4,1
10,val,1183,2431,10,12,1,1
10,val,1184,2694,10,1500,3,1
10,val,1185,621,10,422,3,1
10,val,1186,64,10,912,4,1
10,val,1187,807,14,1373,2,1
10,val,1188,2153,14,941,4,1
10,val,1189,432,9,1612,1861,1
10,val,1190,1249,10,1544,3,1
10,val,1191,2088,10,223,4,1
10,val,1192,1552,10,84,2,1
10,val,1193,38,9,2135,1497,1
10,val,1194,2427,11,700,13,1
10,val,1195,2398,10,2655,137,1
10,val,1196,770,11,91,4,1
10,val,1197,1443,10,1444,1,1
10,val,1198,1880,13,2115,74,1
10,val,1199,174,10,1135,14,1
10,val,1200,2324,10,253,1,1
10,val,1201,452,9,290,926,1
10,val,1202,1401,14,2673,1,1
10,val,1203,169,10,724,5,1
10,val,1204,18,9,2485,3,1
10,val,1205,2536,10,2221,5,1
10,val,1206,1380,10,1392,4,1
10,val,1207,1746,10,1830,1,1
10,val,1208,2663,9,2031,484,1
10,val,1209,2612,13,1941,162,1
10,val,1210,2449,13,2297,1293,1
10,val,1211,662,10,2437,11,1
10,val,1212,2321,10,176,2,1
10,val,1213,2022,13,546,2,1
10,val,1214,943,10,1890,15,1
10,val,1215,791,9,1624,271,1
10,val,1216,990,10,1991,6,1
10,val,1217,2323,9,361,544,1
10,val,1218,230,9,1248,932,1
10,val,1219,2451,10,21,1399,1
10,val,1220,240,9,1941,205,1
10,val,1221,2060,10,629,1,1
10,val,1222,2260,9,1824,1169,1
10,val,1223,813,10,1473,7,1
10,val,1224,222,9,136,2479,1
10,val,1225,1243,11,597,233,1
10,val,1226,1863,10,708,707,1
10,val,1227,483,13,42,120,1
10,val,1228,543,10,1593,2,1
10,val,1229,1216,9,696,778,1
10,val,1230,1189,10,1190,2,1
10,val,1231,983,9,372,1803,1
10,val,1232,829,10,23,4,1
10,val,1233,309,14,8,1,1
10,val,1234,659,10,1424,4,1
10,val,1235,1790,10,2124,6,1
10,val,1236,1104,10,2222,2,1
10,val,1237,2588,10,1338,1261,1
10,val,1238,143,10,2335,21,1
10,val,1239,833,9,1973,1383,1
10,val,1240,764,10,765,4,1
10,val,1241,1922,9,1383,1639,1
10,val,1242,2015,9,691,2,1
10,val,1243,122,10,910,7,1
10,val,1244,972,10,2267,6,1
10,val,1245,401,9,1145,1233,1
10,val,1246,983,9,751,477,1
10,val,1247,1837,10,176,3,1
10,val,1248,355,11,815,594,1
10,val,1249,64,9,983,33,1
10,val,1250,2493,13,999,18,1
10,val,1251,1647,10,2023,7,1
10,val,1252,1214,12,2294,1800,1
10,val,1253,736,10,376,2,1
10,val,1254,174,10,1370,18,1
10,val,1255,963,10,875,1,1
10,val,1256,1859,14,1171,11,1
10,val,1257,1726,10,104,1,1
10,val,1258,1281,10,2710,3,1
10,val,1259,1116,10,1132,2,1
10,test,0,509,7,573,18,0
10,test,1,16,1,18,5,0
10,test,2,537,1,316,3,0
10,test,3,125,2,391,4,0
10,test,4,15,1,98,7,0
10,test,5,179,1,761,2,0
10,test,6,829,1,310,1,0
10,test,7,634,1,674,3,0
10,test,8,44,1,52,2,0
10,test,9,771,1,786,4,0
10,test,10,196,1,655,6,0
10,test,11,477,1,51,2,0
10,test,12,42,1,101,7,0
10,test,13,18,1,12,5,0
10,test,14,375,1,374,7,0
10,test,15,354,1,341,1,0
10,test,16,137,1,206,37,0
10,test,17,483,1,19,2,0
10,test,18,816,1,102,3,0
10,test,19,288,1,618,3,0
10,test,20,485,1,106,137,0
10,test,21,12,1,18,2,0
10,test,22,130,1,134,2,0
10,test,23,332,1,208,3,0
10,test,24,136,0,292,384,0
10,test,25,383,1,47,5,0
10,test,26,90,1,89,3,0
10,test,27,744,0,412,84,0
10,test,28,582,0,697,532,0
10,test,29,331,1,878,1,0
10,test,30,151,1,318,5,0
10,test,31,151,1,354,5,0
10,test,32,637,1,747,2,0
10,test,33,652,0,484,307,0
10,test,34,124,1,581,1,0
10,test,35,470,1,817,3,0
10,test,36,765,1,213,3,0
10,test,37,710,1,52,1,0
10,test,38,521,1,226,3,0
10,test,39,553,1,192,2,0
10,test,40,11,1,10,1,0
10,test,41,52,1,295,6,0
10,test,42,31,0,717,7,0
10,test,43,890,1,573,5,0
10,test,44,603,1,203,1,0
10,test,45,375,1,437,7,0
10,test,46,226,1,222,5,0
10,test,47,573,1,890,12,0
10,test,48,24,1,603,4,0
10,test,49,743,1,129,2,0
10,test,50,441,1,836,54,0
10,test,51,395,2,642,2,0
10,test,52,514,0,301,22,0
10,test,53,760,1,759,2,0
10,test,54,552,1,100,2,0
10,test,55,155,1,322,6,0
10,test,56,268,1,601,5,0
10,test,57,310,1,863,8,0
10,test,58,341,0,151,5,0
10,test,59,330,2,104,10,0
10,test,60,180,1,761,4,0
10,test,61,81,1,144,2,0
10,test,62,384,1,628,27,0
10,test,63,195,1,304,7,0
10,test,64,187,1,15,3,0
10,test,65,170,1,712,93,0
10,test,66,815,1,608,2,0
10,test,67,465,1,32,668,0
10,test,68,565,1,277,3,0
10,test,69,665,0,604,378,0
10,test,70,452,2,451,128,0
10,test,71,369,1,897,7,0
10,test,72,161,1,765,2,0
10,test,73,391,2,272,9,0
10,test,74,766,1,183,2,0
10,test,75,270,1,178,56,0
10,test,76,37,1,522,4,0
10,test,77,310,0,6,5,0
10,test,78,178,1,152,7,0
10,test,79,524,1,163,5,0
10,test,80,600,1,296,4,0
10,test,81,744,1,801,3,0
10,test,82,653,1,509,2,0
10,test,83,438,1,158,5,0
10,test,84,292,1,702,4,0
10,test,85,24,1,497,4,0
10,test,86,50,1,185,6,0
10,test,87,477,1,639,2,0
10,test,88,15,1,187,2,0
10,test,89,772,1,735,1,0
10,test,90,831,1,189,1,0
10,test,91,262,0,221,133,0
10,test,92,561,1,329,5,0
10,test,93,904,1,590,1,0
10,test,94,297,2,350,4,0
10,test,95,9,1,51,2,0
10,test,96,15,1,277,818,0
10,test,97,47,2,118,8,0
10,test,98,697,0,38,323,0
10,test,99,650,2,649,6,0
10,test,100,99,1,78,1,0
10,test,101,688,1,687,4,0
10,test,102,203,1,603,2,0
10,test,103,725,1,252,8,0
10,test,104,849,1,562,1,0
10,test,105,685,1,359,7,0
10,test,106,344,0,843,27,0
10,test,107,243,1,538,4,0
10,test,108,250,1,455,64,0
10,test,109,82,1,838,7,0
10,test,110,707,1,456,1,0
10,test,111,23,0,911,49,0
10,test,112,219,1,139,2,0
10,test,113,653,0,861,107,0
10,test,114,917,1,210,3,0
10,test,115,802,1,649,40,0
10,test,116,445,1,597,277,0
10,test,117,129,1,323,8,0
10,test,118,155,1,154,6,0
10,test,119,80,1,66,6,0
10,test,120,78,1,683,7,0
10,test,121,637,1,351,2,0
10,test,122,102,1,291,4,0
10,test,123,799,1,390,2,0
10,test,124,755,1,82,2,0
10,test,125,664,5,339,1,0
10,test,126,725,1,494,3,0
10,test,127,604,1,281,4,0
10,test,128,23,1,496,1,0
10,test,129,369,1,300,7,0
10,test,130,828,1,723,3,0
10,test,131,256,0,546,50,0
10,test,132,755,0,15,23,0
10,test,133,471,1,4,6,0
10,test,134,80,1,115,7,0
10,test,135,850,0,480,439,0
10,test,136,74,1,629,3,0
10,test,137,461,1,338,1,0
10,test,138,692,1,358,1,0
10,test,139,530,1,501,214,0
10,test,140,159,1,686,4,0
10,test,141,483,0,38,409,0
10,test,142,811,1,725,5,0
10,test,143,479,1,151,4,0
10,test,144,267,1,601,1,0
10,test,145,371,1,58,2,0
10,test,146,889,0,227,24,0
10,test,147,854,4,121,17,0
10,test,148,672,1,50,2,0
10,test,149,639,1,477,35,0
10,test,150,117,1,116,1,0
10,test,151,607,1,606,2,0
10,test,152,315,1,369,3,0
10,test,153,900,0,879,129,0
10,test,154,160,1,181,5,0
10,test,155,13,1,508,3,0
10,test,156,339,1,682,1,0
10,test,157,189,1,188,2,0
10,test,158,140,1,139,5,0
10,test,159,205,1,74,1,0
10,test,160,212,0,797,356,0
10,test,161,251,0,613,41,0
10,test,162,344,1,435,2,0
10,test,163,887,1,170,81,0
10,test,164,277,1,884,33,0
10,test,165,329,0,849,375,0
10,test,166,303,1,195,2,0
10,test,167,455,2,406,14,0
10,test,168,296,1,600,5,0
10,test,169,759,1,580,29,0
10,test,170,370,1,83,2,0
10,test,171,710,1,296,1,0
10,test,172,702,1,292,4,0
10,test,173,787,1,22,6,0
10,test,174,89,2,691,7,0
10,test,175,98,0,550,708,0
10,test,176,118,5,57,4,0
10,test,177,4,1,562,2,0
10,test,178,525,0,111,118,0
10,test,179,534,1,313,4,0
10,test,180,143,1,192,1,0
10,test,181,263,1,813,15,0
10,test,182,437,1,673,7,0
10,test,183,701,1,484,3,0
10,test,184,451,1,16,6,0
10,test,185,106,1,485,17,0
10,test,186,529,1,595,5,0
10,test,187,434,1,741,1,0
10,test,188,573,16,509,23,1
10,test,189,18,10,16,5,1
10,test,190,316,10,537,4,1
10,test,191,391,11,125,2,1
10,test,192,98,10,15,8,1
10,test,193,761,10,179,1,1
10,test,194,310,10,829,8,1
10,test,195,674,10,634,4,1
10,test,196,52,10,44,6,1
10,test,197,786,10,771,3,1
10,test,198,655,10,196,1,1
10,test,199,51,10,477,4,1
10,test,200,101,10,42,3,1
10,test,201,12,10,18,2,1
10,test,202,374,10,375,4,1
10,test,203,341,10,354,4,1
10,test,204,206,10,137,10,1
10,test,205,19,10,483,5,1
10,test,206,102,10,816,6,1
10,test,207,618,10,288,11,1
10,test,208,106,10,485,18,1
10,test,209,18,10,12,5,1
10,test,210,134,10,130,2,1
10,test,211,208,10,332,6,1
10,test,212,292,9,136,128,1
10,test,213,47,10,383,2,1
10,test,214,89,10,90,2,1
10,test,215,412,9,744,293,1
10,test,216,697,9,582,315,1
10,test,217,878,10,331,1,1
10,test,218,318,10,151,2,1
10,test,219,354,10,151,1,1
10,test,220,747,10,637,1,1
10,test,221,484,9,652,778,1
10,test,222,581,10,124,3,1
10,test,223,817,10,470,2,1
10,test,224,213,10,765,5,1
10,test,225,52,10,710,5,1
10,test,226,226,10,521,6,1
10,test,227,192,10,553,2,1
10,test,228,10,10,11,4,1
10,test,229,295,10,52,1,1
10,test,230,717,9,31,3,1
10,test,231,573,10,890,17,1
10,test,232,203,10,603,1,1
10,test,233,437,10,375,3,1
10,test,234,222,10,226,1,1
10,test,235,890,10,573,6,1
10,test,236,603,10,24,1,1
10,test,237,129,10,743,9,1
10,test,238,836,10,441,57,1
10,test,239,642,11,395,4,1
10,test,240,301,9,514,89,1
10,test,241,759,10,760,3,1
10,test,242,100,10,552,2,1
10,test,243,322,10,155,9,1
10,test,244,601,10,268,3,1
10,test,245,863,10,310,2,1
10,test,246,151,9,341,2,1
10,test,247,104,11,330,14,1
10,test,248,761,10,180,4,1
10,test,249,144,10,81,2,1
10,test,250,628,10,384,781,1
10,test,251,304,10,195,3,1
10,test,252,15,10,187,2,1
10,test,253,712,10,170,306,1
10,test,254,608,10,815,4,1
10,test,255,32,10,465,614,1
10,test,256,277,10,565,4,1
10,test,257,604,9,665,143,1
10,test,258,451,11,452,6,1
10,test,259,897,10,369,1,1
10,test,260,765,10,161,5,1
10,test,261,272,11,391,9,1
10,test,262,183,10,766,4,1
10,test,263,178,10,270,274,1
10,test,264,522,10,37,4,1
10,test,265,6,9,310,11,1
